PLAYER_NAME,PLAYER_ID,Position_cluster,Position,DFGA_LT06,DFGA_6to10,DFGA_10to15,DFGA_15to3PT,DFGA_3PT,FG_LT_06_DefEPV,FG_6_to_10_DefEPV,FG_10_to_15_DefEPV,FG_15_to_3PT_DefEPV,FG3_DefEPV,LT5_OffEPV,5to10_OffEPV,10to15_OffEPV,15to3PT_OffEPV,3PT_OffEPV,BIG CLOSE RIM LT5,BIG CLOSE RIM 5TO10,BIG CLOSE RIM 10TO15,BIG CLOSE 15TO3,BIG CLOSE RIM 3,BIG STRETCH LT5,BIG STRETCH 5TO10,BIG STRETCH 10TO15,BIG STRETCH 15TO3,BIG STRETCH 3,BALLH PENETRATE LT5,BALLH PEN 5TO10,BALLH PEN 10TO15,BALLH PEN 15TO3,BALLH PEN 3,BALLH PER LT5,BALLH PER 5TO10,BALLH PER 10TO15,BALLH PER 15TO3,BALLH PER 3,WING SLASH LT5,WING SLASH 5TO10,WING SLASH 10TO15,WING SLASH 15TO3,WING SLASH 3,WING PER LT5,WING PER 5TO10,WING PER 10TO15,WING PER 15TO3,WING PER 3,BIG SCORE CLOSE LT5,BIG SCORE CLOSE 5TO10,BIG SCORE CLOSE 10TO15,BIG SCORE CLOSE 15TO3PT,BIG SCORE CLOSE 3,BIG SCORE STRETCH LT5,BIG SCORE STRETCH 5TO10,BIG SCORE STRETCH 10TO15,BIG SCORE STRETCH 15TO3,BIG SCORE STRETCH 3,BALLH PEN SCORE LT5,BALLH PENSCORE 5TO10,BALLH PEN SCORE 10TO15,BALLH PEN SCORE 15TO3,BALLH PEN SCORE 3,BALLH PER SCORE LT5,BALLH PER SCORE 5TO10,BALLH PER SCORE 10TO15,BALLH PER SCORE 15TO3,BALL PER SCORE 3,WING SLASH SCORE LT5,WING SLASH SCORE 5TO10,WING SLASH SCORE 10TO15,WING SLASH SCORE 15TO3 ,WING SLASH SCORE 3,WING PER SCORE LT5,WING PER SCORE 5TO10 ,WING PER SCORE 10TO15,WING PER SCORE 15TO3 ,WING PER SCORE 3,BIG CLOSE,BIG STRETCH,BALLH PEN,BALLH PER,WING SLASH,WING PER,Total
Taurean Prince,1627752,2,Wing,0.282706767,0.063157895,0.055639098,0.186466165,0.412030075,-1.68,-0.36,-0.46,-1.46,-4.8,4.2,0.6,0.8,1.2,5.1,3.08447962,0.222382271,0.094586466,0.535844875,1.112481203,1.789053766,0.14061569,0.083353667,0.612875585,2.322916726,2.671578947,0.151578947,0.120551378,0.919899749,5.686015038,1.895866196,0.118066595,0.096743901,0.802185054,6.135043732,2.489134464,0.156572827,0.124476307,0.860346214,4.855247421,1.511018927,0.099455535,0.088766744,0.680708668,5.438796992,1.40447962,-0.137617729,-0.365413534,-0.924155125,-3.687518797,0.109053766,-0.21938431,-0.376646333,-0.847124415,-2.477083274,0.991578947,-0.208421053,-0.339448622,-0.540100251,0.886015038,0.215866196,-0.241933405,-0.363256099,-0.657814946,1.335043732,0.809134464,-0.203427173,-0.335523693,-0.599653786,0.055247421,-0.168981073,-0.260544465,-0.371233256,-0.779291332,0.638796992,-0.022706767,-3.811184565,0.78962406,0.287905478,-0.274222766,-0.941253133,-3.971837693
Lavoy Allen,202730,0,Big,0.314662273,0.115321252,0.084019769,0.144975288,0.341021417,-1.78,-0.74,-0.7,-1.02,-3.63,2.8,0.8,0.4,2,0,3.433131015,0.406052198,0.142833608,0.416613197,0.920757825,1.991277859,0.256752976,0.125871126,0.476503683,1.922588667,2.973558484,0.276771005,0.182042834,0.715211422,4.706095552,2.110163736,0.215580137,0.146091517,0.623689608,5.0777393,2.770491552,0.28588943,0.18796981,0.668909237,4.018501207,1.6818156,0.181597834,0.134045333,0.529243121,4.501482702,1.653131015,-0.333947802,-0.557166392,-0.603386803,-2.709242175,0.211277859,-0.483247024,-0.574128874,-0.543496317,-1.707411333,1.193558484,-0.463228995,-0.517957166,-0.304788578,1.076095552,0.330163736,-0.524419863,-0.553908483,-0.396310392,1.4477393,0.990491552,-0.45411057,-0.51203019,-0.351090763,0.388501207,-0.0981844,-0.558402166,-0.565954667,-0.490756879,0.871482702,0.158630018,-3.097005688,0.983679297,0.303264297,0.061761235,-0.84181541,-2.431486251
Jamal Crawford,2037,2,Wing,0.241435563,0.066884176,0.092985318,0.194127243,0.4045677,-0.96,-0.56,-0.66,-1.36,-4.92,3.2,1.4,1.8,7.2,11.7,2.634189062,0.235502705,0.158075041,0.557860393,1.09233279,1.527877128,0.148911939,0.139302533,0.638055957,2.280845825,2.281566069,0.160522023,0.201468189,0.957694399,5.583034258,1.619096448,0.12503246,0.161680594,0.835143323,6.023930486,2.125755909,0.165810539,0.208027619,0.89569407,4.767312872,1.290431456,0.105323358,0.14834899,0.708676005,5.340293638,1.674189062,-0.324497295,-0.501924959,-0.802139607,-3.82766721,0.567877128,-0.411088061,-0.520697467,-0.721944043,-2.639154175,1.321566069,-0.399477977,-0.458531811,-0.402305601,0.663034258,0.659096448,-0.43496754,-0.498319406,-0.524856677,1.103930486,1.165755909,-0.394189461,-0.451972381,-0.46430593,-0.152687128,0.330431456,-0.454676642,-0.51165101,-0.651323995,0.420293638,0.0456272,-3.725006618,0.724284937,0.304883311,-0.297398991,-0.866926553,-3.814536714
Lance Thomas,202498,2,Wing,0.201652893,0.089256198,0.051239669,0.150413223,0.507438017,-1.02,-0.9,-0.44,-1.16,-5.94,3,1,0.6,2.6,5.4,2.200139191,0.314275772,0.087107438,0.432240104,1.370082645,1.27612038,0.198721347,0.076762826,0.494377047,2.860801497,1.905619835,0.214214876,0.111019284,0.742038567,7.002644628,1.35230899,0.166854444,0.089094282,0.647083825,7.555648507,1.775483375,0.221272343,0.114633865,0.693999616,5.979507976,1.077799943,0.140552864,0.081747886,0.549094709,6.698181818,1.180139191,-0.585724228,-0.352892562,-0.727759896,-4.569917355,0.25612038,-0.701278653,-0.363237174,-0.665622953,-3.079198503,0.885619835,-0.685785124,-0.328980716,-0.417961433,1.062644628,0.33230899,-0.733145556,-0.350905718,-0.512916175,1.615648507,0.755483375,-0.678727657,-0.325366135,-0.466000384,0.039507976,0.057799943,-0.759447136,-0.358252114,-0.610905291,0.758181818,-0.486237495,-4.553216903,0.51553719,0.350990049,-0.675102825,-0.91262278,-5.760652764
Timothe Luwawu-Cabarrot,1627789,2,Wing,0.307420495,0.083038869,0.074204947,0.176678445,0.358657244,-1.36,-0.54,-0.6,-1.2,-4.32,4.8,0.4,0.2,0.4,6.9,3.354119397,0.292384229,0.12614841,0.507718058,0.968374558,1.945449697,0.184878992,0.111167411,0.58070538,2.022014801,2.905123675,0.199293286,0.160777385,0.871613663,4.949469965,2.061599481,0.155231845,0.129025745,0.760077883,5.340333165,2.706730216,0.20585915,0.166011998,0.815186129,4.226316871,1.643109541,0.130762357,0.118386743,0.644977864,4.734275618,1.994119397,-0.247615771,-0.47385159,-0.692281942,-3.351625442,0.585449697,-0.355121008,-0.488832589,-0.61929462,-2.297985199,1.545123675,-0.340706714,-0.439222615,-0.328386337,0.629469965,0.701599481,-0.384768155,-0.470974255,-0.439922117,1.020333165,1.346730216,-0.33414085,-0.433988002,-0.384813871,-0.093683129,0.283109541,-0.409237643,-0.481613257,-0.555022136,0.414275618,0.580370095,-3.175783719,1.066277974,0.426268119,0.100104364,-0.748487876,-1.751251043
Ty Lawson,201951,1,Ball-Handler,0.204819277,0.06626506,0.078313253,0.218373494,0.432228916,-0.92,-0.5,-0.6,-1.78,-4.77,5.2,1.2,1.4,4,5.1,2.234686113,0.233322765,0.13313253,0.627536462,1.167018072,1.296158218,0.14753353,0.117322119,0.717748352,2.436792453,1.935542169,0.159036145,0.169678715,1.077309237,5.964759036,1.373543152,0.123875092,0.136169166,0.939451684,6.435800344,1.803362286,0.164275707,0.175203138,1.007565144,5.09326492,1.094723722,0.104348428,0.124941144,0.797188755,5.705421687,1.314686113,-0.266677235,-0.46686747,-1.152463538,-3.602981928,0.376158218,-0.35246647,-0.482677881,-1.062251648,-2.333207547,1.015542169,-0.340963855,-0.430321285,-0.702690763,1.194759036,0.453543152,-0.376124908,-0.463830834,-0.840548316,1.665800344,0.883362286,-0.335724293,-0.424796862,-0.772434856,0.32326492,0.174723722,-0.395651572,-0.475058856,-0.982811245,0.935421687,-0.571322131,-3.854445328,0.736325301,0.438839439,-0.326328804,-0.743376264,-4.320307787
Michael Beasley,201563,0,Big,0.301075269,0.101382488,0.058371736,0.153609831,0.385560676,-1.66,-0.68,-0.46,-1.42,-4.05,5.2,2.8,1.8,3.2,2.4,3.284889643,0.356973078,0.099231951,0.441426146,1.041013825,1.905295192,0.225719503,0.087447468,0.504883633,2.173689244,2.84516129,0.243317972,0.126472094,0.7578085,5.320737327,2.019047619,0.189523183,0.101495345,0.660835763,5.740919778,2.650862716,0.251334262,0.13058979,0.708748616,4.543339406,1.609195402,0.159648286,0.093126401,0.560764165,5.089400922,1.624889643,-0.323026922,-0.360768049,-0.978573854,-3.008986175,0.245295192,-0.454280497,-0.372552532,-0.915116367,-1.876310756,1.18516129,-0.436682028,-0.333527906,-0.6621915,1.270737327,0.359047619,-0.490476817,-0.358504655,-0.759164237,1.690919778,0.990862716,-0.428665738,-0.32941021,-0.711251384,0.493339406,-0.050804598,-0.520351714,-0.366873599,-0.859235835,1.039400922,-0.037479182,-3.37296496,1.023497184,0.441821687,0.01487479,-0.757864823,-2.688115304
Salah Mejri,1626257,0,Big,0.551663748,0.117338004,0.070052539,0.157618214,0.103327496,-2.88,-0.84,-0.48,-0.84,-0.75,3,0.2,0.2,0.4,0,6.018941838,0.413153286,0.119089317,0.452944972,0.278984238,3.491094736,0.261243102,0.104946635,0.518058355,0.582533126,5.213222417,0.281611208,0.151780502,0.777583187,1.42591944,3.699524643,0.219350227,0.12180564,0.678079989,1.538525323,4.857206859,0.290889097,0.156722193,0.727243107,1.217582373,2.948547618,0.184773638,0.111761982,0.575397065,1.363922942,3.138941838,-0.426846714,-0.360910683,-0.387055028,-0.471015762,0.611094736,-0.578756898,-0.375053365,-0.321941645,-0.167466874,2.333222417,-0.558388792,-0.328219498,-0.062416813,0.67591944,0.819524643,-0.620649773,-0.35819436,-0.161920011,0.788525323,1.977206859,-0.549110903,-0.323277807,-0.112756893,0.467582373,0.068547618,-0.655226362,-0.368238018,-0.264602935,0.613922942,1.964129413,-0.832124046,2.060116754,0.467285822,1.459643628,-0.605596755,4.513454816
Jason Terry,1891,1,Ball-Handler,0.158645276,0.090909091,0.08912656,0.174688057,0.486631016,-0.42,-0.54,-0.76,-1.24,-5.94,1,0.4,0.2,0.6,6.9,1.730903462,0.320095694,0.151515152,0.501998311,1.313903743,1.003955201,0.202401372,0.133521676,0.574163387,2.743497124,1.499197861,0.218181818,0.193107546,0.861794415,6.715508021,1.063894649,0.169944341,0.154971079,0.751515152,7.245836516,1.396816316,0.225369979,0.199394768,0.80600257,5.734324089,0.847931649,0.143155695,0.142192718,0.637711804,6.423529412,1.310903462,-0.219904306,-0.608484848,-0.738001689,-4.626096257,0.583955201,-0.337598628,-0.626478324,-0.665836613,-3.196502876,1.079197861,-0.321818182,-0.566892454,-0.378205585,0.775508021,0.643894649,-0.370055659,-0.605028921,-0.488484848,1.305836516,0.976816316,-0.314630021,-0.560605232,-0.43399743,-0.205675911,0.427931649,-0.396844305,-0.617807282,-0.602288196,0.483529412,-0.255487382,-4.242461238,0.587789661,0.486161737,-0.538092277,-0.705478722,-4.667568221
D.J. Augustin,201571,1,Ball-Handler,0.202401372,0.142367067,0.102915952,0.159519726,0.392795883,-0.66,-0.82,-0.66,-1.04,-4.65,2.6,0.8,0.6,2.4,10.5,2.208305498,0.501281936,0.174957118,0.458409317,1.060548885,1.280856986,0.316968187,0.154179747,0.52430823,2.214479433,1.912692967,0.341680961,0.222984563,0.786963979,5.42058319,1.357328386,0.266139252,0.178947737,0.68626037,5.848650541,1.782073477,0.352937891,0.230244525,0.736016594,4.628597072,1.081800438,0.22418722,0.164192346,0.582338676,5.18490566,1.548305498,-0.318718064,-0.485042882,-0.581590683,-3.589451115,0.620856986,-0.503031813,-0.505820253,-0.51569177,-2.435520567,1.252692967,-0.478319039,-0.437015437,-0.253036021,0.77058319,0.697328386,-0.553860748,-0.481052263,-0.35373963,1.198650541,1.122073477,-0.467062109,-0.429755475,-0.303983406,-0.021402928,0.421800438,-0.59581278,-0.495807654,-0.457661324,0.53490566,0.162953868,-3.339207418,0.85490566,0.507326286,-0.10013044,-0.592575659,-2.506727703
Joffrey Lauvergne,203530,0,Big,0.336501901,0.16730038,0.095057034,0.127376426,0.273764259,-1.26,-1.08,-0.54,-0.92,-3,4.6,1.2,0.4,0.8,4.2,3.671412848,0.589073444,0.161596958,0.366039624,0.739163498,2.129485616,0.372480092,0.142406198,0.418659875,1.543410575,3.179942966,0.401520913,0.205956907,0.628390368,3.777946768,2.256622953,0.312749282,0.165282843,0.547978583,4.07629394,2.962781855,0.414749315,0.212662481,0.587708904,3.225961623,1.798544644,0.263450024,0.151654211,0.464997159,3.613688213,2.411412848,-0.490926556,-0.378403042,-0.553960376,-2.260836502,0.869485616,-0.707519908,-0.397593802,-0.501340125,-1.456589425,1.919942966,-0.678479087,-0.334043093,-0.291609632,0.777946768,0.996622953,-0.767250718,-0.374717157,-0.372021417,1.07629394,1.702781855,-0.665250685,-0.327337519,-0.332291096,0.225961623,0.538544644,-0.816549976,-0.388345789,-0.455002841,0.613688213,0.988122874,-2.193557644,1.393757921,0.558927601,0.603864179,-0.507665749,0.843449182
Derrick Williams,202682,2,Wing,0.280135823,0.118845501,0.095076401,0.181663837,0.324278438,-1.08,-0.88,-0.6,-1.22,-3.51,3.8,0.4,0.6,2,5.7,3.056429274,0.418461264,0.161629881,0.5220445,0.875551783,1.77278406,0.264599417,0.142435212,0.597091328,1.828196175,2.647283531,0.285229202,0.205998868,0.896208263,4.475042445,1.878625134,0.222168324,0.165316517,0.781525242,4.828439763,2.466498204,0.294626288,0.212705808,0.838188494,3.821206617,1.497277677,0.187147513,0.151685108,0.66317741,4.280475382,1.976429274,-0.461538736,-0.438370119,-0.6979555,-2.634448217,0.69278406,-0.615400583,-0.457564788,-0.622908672,-1.681803825,1.567283531,-0.594770798,-0.394001132,-0.323791737,0.965042445,0.798625134,-0.657831676,-0.434683483,-0.438474758,1.318439763,1.386498204,-0.585373712,-0.387294192,-0.381811506,0.311206617,0.417277677,-0.692852487,-0.448314892,-0.55682259,0.770475382,0.378564918,-2.684893808,1.219762309,0.58607498,0.343225412,-0.51023691,-0.667503099
Brandon Jennings,201943,1,Ball-Handler,0.224793388,0.095867769,0.090909091,0.208264463,0.380165289,-0.56,-0.6,-0.72,-1.4,-4.5,3.4,0.8,1,2.4,9.3,2.45261418,0.337555459,0.154545455,0.598486298,1.026446281,1.422560424,0.213441447,0.13619211,0.684522065,2.14327148,2.124297521,0.230082645,0.196969697,1.027438017,5.246280992,1.507491989,0.179214033,0.158070501,0.89596222,5.660583572,1.979227369,0.237662887,0.203382664,0.960922545,4.479761676,1.201481904,0.150964187,0.145036573,0.760284981,5.018181818,1.89261418,-0.262444541,-0.565454545,-0.801513702,-3.473553719,0.862560424,-0.386558553,-0.58380789,-0.715477935,-2.35672852,1.564297521,-0.369917355,-0.523030303,-0.372561983,0.746280992,0.947491989,-0.420785967,-0.561929499,-0.50403778,1.160583572,1.419227369,-0.362337113,-0.516617336,-0.439077455,-0.020238324,0.641481904,-0.449035813,-0.574963427,-0.639715019,0.518181818,0.263201392,-3.180012475,1.045068871,0.621322314,0.08095714,-0.504050537,-1.673513295
Tyreke Evans,201936,2,Big,0.315286624,0.090764331,0.055732484,0.135350318,0.402866242,-1.36,-0.88,-0.4,-1.1,-4.5,9.2,1,0.4,2.6,9,3.43994301,0.319585987,0.094745223,0.388954073,1.087738854,1.995228939,0.202079077,0.08349357,0.444868405,2.271253455,2.979458599,0.217834395,0.120753715,0.667728238,5.55955414,2.114350708,0.169673729,0.096906278,0.582282595,5.998596126,2.775988742,0.225011109,0.124685232,0.624500074,4.747263368,1.685152647,0.14292774,0.088915733,0.49410645,5.317834395,2.07994301,-0.560414013,-0.305254777,-0.711045927,-3.412261146,0.635228939,-0.677920923,-0.31650643,-0.655131595,-2.228746545,1.619458599,-0.662165605,-0.279246285,-0.432271762,1.05955414,0.754350708,-0.710326271,-0.303093722,-0.517717405,1.498596126,1.415988742,-0.654988891,-0.275314768,-0.475499926,0.247263368,0.325152647,-0.73707226,-0.311084267,-0.60589355,0.817834395,0.503228294,-3.243076553,1.305329087,0.721809437,0.257448526,-0.511063035,-0.966324244
Kyle Anderson,203937,0,Big,0.318446602,0.100970874,0.06407767,0.172815534,0.34368932,-1.5,-0.5,-0.5,-1.08,-3.99,2.4,1,0.4,1,1.8,3.474420031,0.355523761,0.108932039,0.496617271,0.927961165,2.015226232,0.224803077,0.095995604,0.568008793,1.937629602,3.009320388,0.242330097,0.138834951,0.852556634,4.742912621,2.135541906,0.188753715,0.111416683,0.743459481,5.11746384,2.803811244,0.250313841,0.143355159,0.797362836,4.049939038,1.702042183,0.159000112,0.102229662,0.630876018,4.536699029,1.974420031,-0.144476239,-0.391067961,-0.583382729,-3.062038835,0.515226232,-0.275196923,-0.404004396,-0.511991207,-2.052370398,1.509320388,-0.257669903,-0.361165049,-0.227443366,0.752912621,0.635541906,-0.311246285,-0.388583317,-0.336540519,1.12746384,1.303811244,-0.249686159,-0.356644841,-0.282637164,0.059939038,0.202042183,-0.340999888,-0.397770338,-0.449123982,0.546699029,0.855493102,-2.728336692,1.415954693,0.726635625,0.474782118,-0.439152996,0.30537585
Justin Anderson,1626147,2,Wing,0.281786942,0.103092784,0.096219931,0.171821306,0.347079038,-0.98,-0.68,-0.74,-1.36,-3.66,4.4,1.2,0.6,1.6,7.8,3.074443842,0.362995117,0.163573883,0.493760174,0.937113402,1.783232834,0.229527329,0.14414835,0.564740971,1.956739934,2.662886598,0.24742268,0.208476518,0.847651775,4.789690722,1.889697735,0.192720387,0.16730486,0.739182271,5.16793604,2.481035723,0.255574203,0.215264125,0.792775513,4.089882522,1.506102619,0.16234151,0.1535095,0.627246514,4.581443299,2.094443842,-0.317004883,-0.576426117,-0.866239826,-2.722886598,0.803232834,-0.450472671,-0.59585165,-0.795259029,-1.703260066,1.682886598,-0.43257732,-0.531523482,-0.512348225,1.129690722,0.909697735,-0.487279613,-0.57269514,-0.620817729,1.50793604,1.501035723,-0.424425797,-0.524735875,-0.567224487,0.429882522,0.526102619,-0.51765849,-0.5864905,-0.732753486,0.921443299,0.334773015,-2.741610582,1.336128293,0.736841293,0.414532087,-0.389356559,-0.308692453
Randy Foye,200751,1,Ball-Handler,0.266055046,0.100917431,0.106422018,0.220183486,0.306422018,-1.14,-0.78,-0.7,-1.48,-2.82,2.2,0.4,0,1.2,8.7,2.902800579,0.355335587,0.180917431,0.632737808,0.82733945,1.683676649,0.224684092,0.159432231,0.723697421,1.727526398,2.514220183,0.242201835,0.23058104,1.086238532,4.228623853,1.784197716,0.18865381,0.185043999,0.947238345,4.562561318,2.342521869,0.250181353,0.238088329,1.015916364,3.610791551,1.422018349,0.158915955,0.169785933,0.803796267,4.044770642,1.762800579,-0.424664413,-0.519082569,-0.847262192,-1.99266055,0.543676649,-0.555315908,-0.540567769,-0.756302579,-1.092473602,1.374220183,-0.537798165,-0.46941896,-0.393761468,1.408623853,0.644197716,-0.59134619,-0.514956001,-0.532761655,1.742561318,1.202521869,-0.529818647,-0.461911671,-0.464083636,0.790791551,0.282018349,-0.621084045,-0.530214067,-0.676203733,1.224770642,-0.028208595,-2.400983209,1.381865443,0.747695188,0.537499467,-0.320712855,-0.082844561
Mirza Teletovic,203141,2,Wing,0.362218371,0.128249567,0.065857886,0.129982669,0.313691508,-1.52,-0.68,-0.48,-0.82,-3.75,1.6,0.4,0.4,1.6,13.2,3.951993068,0.451573474,0.111958406,0.373529143,0.846967071,2.2922272,0.285536771,0.098662568,0.427226055,1.768509859,3.422963605,0.30779896,0.142692085,0.641247834,4.328942808,2.429080748,0.23974817,0.114512079,0.559190747,4.670802532,3.1892064,0.317939624,0.147337874,0.599733989,3.696453186,1.935994741,0.201956214,0.105069822,0.474511444,4.140727903,2.431993068,-0.228426526,-0.368041594,-0.446470857,-2.903032929,0.7722272,-0.394463229,-0.381337432,-0.392773945,-1.981490141,1.902963605,-0.37220104,-0.337307915,-0.178752166,0.578942808,0.909080748,-0.44025183,-0.365487921,-0.260809253,0.920802532,1.6692064,-0.362060376,-0.332662126,-0.220266011,-0.053546814,0.415994741,-0.478043786,-0.374930178,-0.345488556,0.390727903,1.389054091,-2.377837546,1.593645292,0.763334277,0.700671073,-0.391739875,1.677127312
Jaylen Brown,1627759,2,Wing,0.241187384,0.094619666,0.077922078,0.196660482,0.38961039,-1.06,-0.58,-0.54,-1.38,-4.23,5,0.8,0.8,1,5.1,2.631481301,0.333160824,0.132467532,0.565140123,1.051948052,1.526306578,0.210662653,0.116736094,0.646382189,2.196520461,2.279220779,0.227087199,0.168831169,0.970191713,5.376623377,1.617432131,0.176880845,0.135489001,0.846041422,5.801219189,2.123570781,0.234568754,0.174327998,0.907382319,4.591060103,1.289104984,0.148998784,0.124317062,0.717923784,5.142857143,1.571481301,-0.246839176,-0.407532468,-0.814859877,-3.178051948,0.466306578,-0.369337347,-0.423263906,-0.733617811,-2.033479539,1.219220779,-0.352912801,-0.371168831,-0.409808287,1.146623377,0.557432131,-0.403119155,-0.404510999,-0.533958578,1.571219189,1.063570781,-0.345431246,-0.365672002,-0.472617681,0.361060103,0.229104984,-0.431001216,-0.415682938,-0.662076216,0.912857143,0.10224978,-3.093392026,1.231954236,0.787062588,0.240909954,-0.366798243,-1.098013711
Thon Maker,1627748,0,Big,0.489010989,0.166666667,0.058608059,0.098901099,0.186813187,-2.18,-1.02,-0.34,-0.64,-1.92,2.6,0.6,0.4,0.8,3.9,5.335367264,0.586842105,0.0996337,0.284210526,0.504395604,3.094609164,0.371069182,0.087801507,0.325067385,1.0532034,4.621153846,0.4,0.126984127,0.487912088,2.578021978,3.279367571,0.311564626,0.101906257,0.425476564,2.781610227,4.305571173,0.413178295,0.131118494,0.45632507,2.201354459,2.613679424,0.262452107,0.093503431,0.361045851,2.465934066,3.155367264,-0.433157895,-0.2403663,-0.355789474,-1.415604396,0.914609164,-0.648930818,-0.252198493,-0.314932615,-0.8667966,2.441153846,-0.62,-0.213015873,-0.152087912,0.658021978,1.099367571,-0.708435374,-0.238093743,-0.214523436,0.861610227,2.125571173,-0.606821705,-0.208881506,-0.18367493,0.281354459,0.433679424,-0.757547893,-0.246496569,-0.278954149,0.545934066,2.126053596,-1.168249361,2.114072039,0.799925245,1.407547491,-0.303385121,4.975963889
James Michael McAdoo,203949,0,Big,0.438,0.12,0.054,0.162,0.226,-1.78,-0.78,-0.42,-1.02,-2.49,3.2,0.4,0.4,0.4,0.6,4.778810526,0.422526316,0.0918,0.465536842,0.6102,2.771796226,0.267169811,0.080898113,0.532460377,1.274128302,4.1391,0.288,0.117,0.7992,3.1188,2.937281633,0.224326531,0.093893878,0.696930612,3.365093878,3.856437209,0.297488372,0.120809302,0.747460465,2.66312093,2.341034483,0.188965517,0.086151724,0.591393103,2.9832,2.998810526,-0.357473684,-0.3282,-0.554463158,-1.8798,0.991796226,-0.512830189,-0.339101887,-0.487539623,-1.215871698,2.3591,-0.492,-0.303,-0.2208,0.6288,1.157281633,-0.555673469,-0.326106122,-0.323069388,0.875093878,2.076437209,-0.482511628,-0.299190698,-0.272539535,0.17312093,0.561034483,-0.591034483,-0.333848276,-0.428606897,0.4932,1.758673684,-1.56354717,1.9721,0.827526531,1.195316279,-0.299255172,3.890814152
Kevin Seraphin,202338,0,Big,0.337522442,0.111310592,0.064631957,0.174147217,0.312387792,-1.76,-0.76,-0.38,-1.14,-3,2.8,2.2,1.4,2.2,0,3.682547482,0.391930455,0.109874327,0.500444108,0.843447038,2.135943904,0.247823583,0.096825988,0.572385759,1.761159852,3.189587074,0.267145422,0.140035907,0.859126272,4.310951526,2.263466823,0.208082659,0.112380464,0.749188437,4.651390466,2.971767358,0.275946725,0.144595215,0.80350716,3.68109056,1.803999257,0.175282197,0.103113973,0.635737428,4.123518851,1.922547482,-0.368069545,-0.270125673,-0.639555892,-2.156552962,0.375943904,-0.512176417,-0.283174012,-0.567614241,-1.238840148,1.429587074,-0.492854578,-0.239964093,-0.280873728,1.310951526,0.503466823,-0.551917341,-0.267619536,-0.390811563,1.651390466,1.211767358,-0.484053275,-0.235404785,-0.33649284,0.68109056,0.043999257,-0.584717803,-0.276886027,-0.504262572,1.123518851,0.644796372,-2.225860913,1.7268462,0.944508848,0.836907018,-0.198348294,1.728849231
Troy Daniels,203584,1,Ball-Handler,0.274542429,0.071547421,0.069883527,0.146422629,0.437603993,-1.24,-0.56,-0.42,-1.18,-4.89,0.8,0.2,0.6,3.2,15.9,2.9954024,0.251922235,0.118801997,0.420772397,1.181530782,1.737387373,0.159294258,0.104693435,0.481260792,2.467095721,2.594425957,0.17171381,0.151414309,0.722351636,6.038935108,1.841115148,0.133749873,0.121511766,0.629916126,6.515834154,2.417250319,0.177371048,0.156344078,0.6755872,5.156603336,1.46738195,0.112666628,0.11149234,0.534526747,5.776372712,1.7554024,-0.308077765,-0.301198003,-0.759227603,-3.708469218,0.497387373,-0.400705742,-0.315306565,-0.698739208,-2.422904279,1.354425957,-0.38828619,-0.268585691,-0.457648364,1.148935108,0.601115148,-0.426250127,-0.298488234,-0.550083874,1.625834154,1.177250319,-0.382628952,-0.263655922,-0.5044128,0.266603336,0.22738195,-0.447333372,-0.30850766,-0.645473253,0.886372712,0.386899028,-3.340268421,1.388840821,0.952127067,0.29315598,-0.287559623,-0.606805148
Hollis Thompson,203138,2,Wing,0.251760563,0.088028169,0.082746479,0.184859155,0.392605634,-0.96,-0.6,-0.58,-1.46,-4.05,3,0.6,0.6,1.2,7.2,2.746840252,0.309951816,0.140669014,0.531226835,1.060035211,1.593216848,0.195987244,0.123963593,0.607593675,2.213406856,2.379137324,0.211267606,0.179284038,0.911971831,5.417957746,1.688337166,0.164558781,0.143877551,0.79527163,5.845817764,2.216663937,0.218227972,0.185121192,0.852931543,4.626355224,1.345616804,0.138619071,0.132013923,0.674842156,5.182394366,1.786840252,-0.290048184,-0.439330986,-0.928773165,-2.989964789,0.633216848,-0.404012756,-0.456036407,-0.852406325,-1.836593144,1.419137324,-0.388732394,-0.400715962,-0.548028169,1.367957746,0.728337166,-0.435441219,-0.436122449,-0.66472837,1.795817764,1.256663937,-0.381772028,-0.394878808,-0.607068457,0.576355224,0.385616804,-0.461380929,-0.447986077,-0.785157844,1.132394366,0.128687917,-2.915831783,1.449618545,0.987862892,0.449299869,-0.17651368,-0.07687624
JaVale McGee,201580,0,Big,0.476744186,0.081395349,0.052325581,0.182170543,0.207364341,-2.26,-0.5,-0.3,-1.12,-2.1,7,1,0.2,0,0,5.201529988,0.286597307,0.088953488,0.523500612,0.559883721,3.016981132,0.181219833,0.078389645,0.598756765,1.16906538,4.505232558,0.195348837,0.113372093,0.89870801,2.861627907,3.197104888,0.152159468,0.090982439,0.78370511,3.08761272,4.197566252,0.201784749,0.117063277,0.840526411,2.443523526,2.548115477,0.128174285,0.083480353,0.665027176,2.737209302,2.941529988,-0.213402693,-0.211046512,-0.596499388,-1.540116279,0.756981132,-0.318780167,-0.221610355,-0.521243235,-0.93093462,2.245232558,-0.304651163,-0.186627907,-0.22129199,0.761627907,0.937104888,-0.347840532,-0.209017561,-0.33629489,0.98761272,1.937566252,-0.298215251,-0.182936723,-0.279473589,0.343523526,0.288115477,-0.371825715,-0.216519647,-0.454972824,0.637209302,1.920581395,-1.235587246,2.294289406,1.031564626,1.520464215,-0.117993406,5.41331899
